row id,order id,Order Date,ship date,ship mode,customer id,customer name,segment,postal code,city,state,country,region_x,market,product id,product name,sub-category,category,Sales,quantity,discount,profit,shipping cost,order priority,returned,region_y,person,region
39635,CA-2014-TC20980140-41999,2014-12-26,2015-01-02,Standard Class,TC-209801408,Tamara Chand,Corporate,35601,Decatur,Alabama,United States,Southern US,USCA,TEC-AC-4140,Enermax Acrylux Wireless Keyboard,Accessories,Technology,498.0,5,0.0,184.26,31.42,Medium,No,,Flannery Newton,Southern US
39634,CA-2014-TC20980140-41999,2014-12-26,2015-01-02,Standard Class,TC-209801408,Tamara Chand,Corporate,35601,Decatur,Alabama,United States,Southern US,USCA,OFF-PA-6541,Xerox 1983,Paper,Office Supplies,23.92,4,0.0,11.7208,2.18,Medium,No,,Flannery Newton,Southern US
32874,CA-2016-AP10720140-42514,2016-05-24,2016-05-28,Standard Class,AP-107201408,Anne Pryor,Home Office,35630,Florence,Alabama,United States,Southern US,USCA,OFF-PA-6504,Xerox 1949,Paper,Office Supplies,4.98,1,0.0,2.4402,1.4,Medium,No,,Flannery Newton,Southern US
32566,CA-2017-DC12850140-42891,2017-06-05,2017-06-09,Standard Class,DC-128501408,Dan Campbell,Consumer,35630,Florence,Alabama,United States,Southern US,USCA,OFF-PA-3115,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Paper,Office Supplies,12.48,2,0.0,5.616,2.03,Medium,No,,Flannery Newton,Southern US
32730,CA-2014-IM15070140-41991,2014-12-18,2014-12-20,Second Class,IM-150701408,Irene Maddox,Consumer,35630,Florence,Alabama,United States,Southern US,USCA,FUR-CH-4602,High-Back Leather Manager's Chair,Chairs,Furniture,1819.86,14,0.0,163.7874,185.34,High,No,,Flannery Newton,Southern US
32728,CA-2014-IM15070140-41991,2014-12-18,2014-12-20,Second Class,IM-150701408,Irene Maddox,Consumer,35630,Florence,Alabama,United States,Southern US,USCA,OFF-BI-3711,Canvas Sectional Post Binders,Binders,Office Supplies,152.76,6,0.0,74.8524,14.65,High,No,,Flannery Newton,Southern US
32729,CA-2014-IM15070140-41991,2014-12-18,2014-12-20,Second Class,IM-150701408,Irene Maddox,Consumer,35630,Florence,Alabama,United States,Southern US,USCA,OFF-SU-2998,Acme Stainless Steel Office Snips,Supplies,Office Supplies,7.27,1,0.0,1.9629,1.32,High,No,,Flannery Newton,Southern US
34130,CA-2017-CA11965140-42762,2017-01-27,2017-02-01,Second Class,CA-119651408,Carol Adams,Corporate,35244,Hoover,Alabama,United States,Southern US,USCA,OFF-AR-5288,Newell 311,Art,Office Supplies,15.47,7,0.0,4.1769,1.62,Medium,No,,Flannery Newton,Southern US
34131,CA-2017-CA11965140-42762,2017-01-27,2017-02-01,Second Class,CA-119651408,Carol Adams,Corporate,35244,Hoover,Alabama,United States,Southern US,USCA,OFF-BI-3305,Avery Poly Binder Pockets,Binders,Office Supplies,7.16,2,0.0,3.4368,1.12,Medium,No,,Flannery Newton,Southern US
34036,CA-2017-EB13750140-42842,2017-04-17,2017-04-19,First Class,EB-137501408,Edward Becker,Corporate,35244,Hoover,Alabama,United States,Southern US,USCA,OFF-SU-3839,Compact Automatic Electric Letter Opener,Supplies,Office Supplies,477.24,4,0.0,9.5448,84.49,High,No,,Flannery Newton,Southern US
34037,CA-2017-EB13750140-42842,2017-04-17,2017-04-19,First Class,EB-137501408,Edward Becker,Corporate,35244,Hoover,Alabama,United States,Southern US,USCA,TEC-AC-5898,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Accessories,Technology,25.98,2,0.0,1.5588,1.27,High,No,,Flannery Newton,Southern US
38950,CA-2015-FW14395140-42085,2015-03-22,2015-03-27,Standard Class,FW-143951408,Fred Wasserman,Corporate,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-AR-5293,Newell 316,Art,Office Supplies,19.56,4,0.0,5.4768,2.64,High,No,,Flannery Newton,Southern US
39639,CA-2016-JK15370140-42700,2016-11-26,2016-12-01,Standard Class,JK-153701408,Jay Kimmel,Consumer,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-ST-6157,Sterilite Officeware Hinged File Box,Storage,Office Supplies,73.36,7,0.0,19.8072,7.66,High,No,,Flannery Newton,Southern US
36813,US-2016-KC16255140-42693,2016-11-19,2016-11-22,Second Class,KC-162551408,Karen Carlisle,Corporate,35810,Huntsville,Alabama,United States,Southern US,USCA,TEC-AC-5153,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Accessories,Technology,1319.96,4,0.0,527.984,345.77,Critical,No,,Flannery Newton,Southern US
40786,US-2016-MF17665140-42588,2016-08-06,2016-08-12,Standard Class,MF-176651408,Maureen Fritzler,Corporate,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-AR-3541,"Boston Model 1800 Electric Pencil Sharpener, Gray",Art,Office Supplies,197.05,7,0.0,59.115,9.87,Medium,No,,Flannery Newton,Southern US
36220,CA-2017-MH18115140-43095,2017-12-26,2017-12-30,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-PA-6467,Xerox 1915,Paper,Office Supplies,629.1,6,0.0,301.968,141.52,High,No,,Flannery Newton,Southern US
36221,CA-2017-MH18115140-43095,2017-12-26,2017-12-30,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,TEC-PH-3163,AT&T 17929 Lendline Telephone,Phones,Technology,90.48,2,0.0,23.5248,10.21,High,No,,Flannery Newton,Southern US
36218,CA-2017-MH18115140-43095,2017-12-26,2017-12-30,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-PA-2859,14-7/8 x 11 Blue Bar Computer Printout Paper,Paper,Office Supplies,96.08,2,0.0,46.1184,4.0,High,No,,Flannery Newton,Southern US
36219,CA-2017-MH18115140-43095,2017-12-26,2017-12-30,Second Class,MH-181151408,Mick Hernandez,Home Office,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-FA-3158,Assorted Color Push Pins,Fasteners,Office Supplies,3.62,2,0.0,1.1946,1.61,High,No,,Flannery Newton,Southern US
40307,CA-2017-ND18460140-42875,2017-05-20,2017-05-24,Standard Class,ND-184601408,Neil Ducich,Corporate,35810,Huntsville,Alabama,United States,Southern US,USCA,OFF-BI-6393,Wilson Jones Four-Pocket Poly Binders,Binders,Office Supplies,26.16,4,0.0,12.8184,2.22,Medium,No,,Flannery Newton,Southern US
33483,CA-2016-RH19600140-42566,2016-07-15,2016-07-15,Same Day,RH-196001408,Rob Haberlin,Consumer,35810,Huntsville,Alabama,United States,Southern US,USCA,TEC-AC-4788,HP Standard 104 key PS/2 Keyboard,Accessories,Technology,29.0,2,0.0,7.25,1.95,High,No,,Flannery Newton,Southern US
34796,CA-2016-JK15730140-42643,2016-09-30,2016-10-04,Standard Class,JK-157301408,Joe Kamberova,Consumer,36608,Mobile,Alabama,United States,Southern US,USCA,TEC-AC-5108,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Accessories,Technology,209.97,3,0.0,71.3898,24.68,High,No,,Flannery Newton,Southern US
34797,CA-2016-JK15730140-42643,2016-09-30,2016-10-04,Standard Class,JK-157301408,Joe Kamberova,Consumer,36608,Mobile,Alabama,United States,Southern US,USCA,OFF-BI-5637,Premium Transparent Presentation Covers by GBC,Binders,Office Supplies,62.94,3,0.0,30.2112,6.92,High,No,,Flannery Newton,Southern US
34798,CA-2016-JK15730140-42643,2016-09-30,2016-10-04,Standard Class,JK-157301408,Joe Kamberova,Consumer,36608,Mobile,Alabama,United States,Southern US,USCA,OFF-AR-5906,"Sanford Colorific Colored Pencils, 12/Box",Art,Office Supplies,25.92,9,0.0,7.776,3.14,High,No,,Flannery Newton,Southern US
32751,CA-2016-MC17425140-42701,2016-11-27,2016-11-30,First Class,MC-174251408,Mark Cousins,Corporate,36608,Mobile,Alabama,United States,Southern US,USCA,TEC-MA-4595,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Machines,Technology,3040.0,8,0.0,1459.2,307.85,Medium,Yes,Southern US,Flannery Newton,Southern US
32749,CA-2016-MC17425140-42701,2016-11-27,2016-11-30,First Class,MC-174251408,Mark Cousins,Corporate,36608,Mobile,Alabama,United States,Southern US,USCA,OFF-BI-6219,Surelock Post Binders,Binders,Office Supplies,91.68,3,0.0,45.84,23.27,Medium,Yes,Southern US,Flannery Newton,Southern US
32748,CA-2016-MC17425140-42701,2016-11-27,2016-11-30,First Class,MC-174251408,Mark Cousins,Corporate,36608,Mobile,Alabama,United States,Southern US,USCA,OFF-FA-6129,Staples,Fasteners,Office Supplies,70.98,7,0.0,34.7802,6.15,Medium,Yes,Southern US,Flannery Newton,Southern US
32750,CA-2016-MC17425140-42701,2016-11-27,2016-11-30,First Class,MC-174251408,Mark Cousins,Corporate,36608,Mobile,Alabama,United States,Southern US,USCA,OFF-BI-6390,Wilson Jones DublLock D-Ring Binders,Binders,Office Supplies,33.75,5,0.0,16.875,3.99,Medium,Yes,Southern US,Flannery Newton,Southern US
35115,CA-2015-NW18400140-42262,2015-09-15,2015-09-19,Standard Class,NW-184001408,Natalie Webber,Consumer,36608,Mobile,Alabama,United States,Southern US,USCA,FUR-CH-4420,"Global Manager's Adjustable Task Chair, Storm",Chairs,Furniture,1056.86,7,0.0,306.4894,56.9,Medium,Yes,Southern US,Flannery Newton,Southern US
35113,CA-2015-NW18400140-42262,2015-09-15,2015-09-19,Standard Class,NW-184001408,Natalie Webber,Consumer,36608,Mobile,Alabama,United States,Southern US,USCA,FUR-TA-3561,Bretford CR8500 Series Meeting Room Furniture,Tables,Furniture,801.96,2,0.0,200.49,53.81,Medium,Yes,Southern US,Flannery Newton,Southern US
35114,CA-2015-NW18400140-42262,2015-09-15,2015-09-19,Standard Class,NW-184001408,Natalie Webber,Consumer,36608,Mobile,Alabama,United States,Southern US,USCA,TEC-PH-3123,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Phones,Technology,59.97,3,0.0,0.0,3.29,Medium,Yes,Southern US,Flannery Newton,Southern US
34778,CA-2014-PJ19015140-41735,2014-04-06,2014-04-09,First Class,PJ-190151408,Pauline Johnson,Consumer,36608,Mobile,Alabama,United States,Southern US,USCA,FUR-FU-6100,"Stacking Tray, Side-Loading, Legal, Smoke",Furnishings,Furniture,8.96,2,0.0,2.7776,1.78,Medium,No,,Flannery Newton,Southern US
33273,CA-2014-AS10225140-41929,2014-10-17,2014-10-19,Second Class,AS-102251408,Alan Schoenberger,Corporate,36116,Montgomery,Alabama,United States,Southern US,USCA,TEC-PH-3183,Avaya IP Phone 1140E VoIP phone,Phones,Technology,1394.95,5,0.0,362.687,140.1,Medium,No,,Flannery Newton,Southern US
33272,CA-2014-AS10225140-41929,2014-10-17,2014-10-19,Second Class,AS-102251408,Alan Schoenberger,Corporate,36116,Montgomery,Alabama,United States,Southern US,USCA,OFF-ST-4456,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,Office Supplies,275.97,3,0.0,11.0388,36.12,Medium,No,,Flannery Newton,Southern US
33274,CA-2014-AS10225140-41929,2014-10-17,2014-10-19,Second Class,AS-102251408,Alan Schoenberger,Corporate,36116,Montgomery,Alabama,United States,Southern US,USCA,FUR-CH-4429,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,Furniture,545.88,6,0.0,70.9644,29.9,Medium,No,,Flannery Newton,Southern US
33494,CA-2014-BF11080140-41970,2014-11-27,2014-12-03,Standard Class,BF-110801408,Bart Folk,Consumer,36116,Montgomery,Alabama,United States,Southern US,USCA,OFF-AR-5310,Newell 331,Art,Office Supplies,14.67,3,0.0,3.9609,1.94,Medium,No,,Flannery Newton,Southern US
36852,CA-2017-JW15220140-43011,2017-10-03,2017-10-07,Second Class,JW-152201408,Jane Waco,Corporate,36116,Montgomery,Alabama,United States,Southern US,USCA,FUR-FU-5172,"Master Caster Door Stop, Gray",Furnishings,Furniture,10.16,2,0.0,3.4544,1.16,Medium,No,,Flannery Newton,Southern US
31830,CA-2016-RL19615140-42520,2016-05-30,2016-06-02,Second Class,RL-196151408,Rob Lucas,Consumer,36116,Montgomery,Alabama,United States,Southern US,USCA,TEC-PH-5564,Panasonic KX-TG9471B,Phones,Technology,979.95,5,0.0,274.386,81.6,High,No,,Flannery Newton,Southern US
31831,CA-2016-RL19615140-42520,2016-05-30,2016-06-02,Second Class,RL-196151408,Rob Lucas,Consumer,36116,Montgomery,Alabama,United States,Southern US,USCA,OFF-BI-5644,Presstex Flexible Ring Binders,Binders,Office Supplies,22.75,5,0.0,11.375,3.42,High,No,,Flannery Newton,Southern US
37551,CA-2015-VW21775140-42255,2015-09-08,2015-09-14,Standard Class,VW-217751408,Victoria Wilson,Corporate,36116,Montgomery,Alabama,United States,Southern US,USCA,FUR-FU-3006,Acrylic Self-Standing Desk Frames,Furnishings,Furniture,21.36,8,0.0,8.1168,1.92,Medium,No,,Flannery Newton,Southern US
38121,CA-2015-YS21880140-42210,2015-07-25,2015-07-29,Standard Class,YS-218801408,Yana Sorensen,Corporate,36116,Montgomery,Alabama,United States,Southern US,USCA,FUR-TA-3428,"Bevis Round Conference Table Top, X-Base",Tables,Furniture,358.58,2,0.0,39.4438,22.18,Medium,No,,Flannery Newton,Southern US
38120,CA-2015-YS21880140-42210,2015-07-25,2015-07-29,Standard Class,YS-218801408,Yana Sorensen,Corporate,36116,Montgomery,Alabama,United States,Southern US,USCA,OFF-EN-6359,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,Office Supplies,98.46,9,0.0,49.23,4.57,Medium,No,,Flannery Newton,Southern US
36233,CA-2017-DP13390140-42742,2017-01-07,2017-01-14,Standard Class,DP-133901408,Dennis Pardue,Home Office,35401,Tuscaloosa,Alabama,United States,Southern US,USCA,OFF-BI-6412,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders,Office Supplies,33.74,7,0.0,15.5204,5.37,Low,No,,Flannery Newton,Southern US
38447,CA-2017-SR20425140-43092,2017-12-23,2017-12-27,Standard Class,SR-204251408,Sharelle Roach,Home Office,35401,Tuscaloosa,Alabama,United States,Southern US,USCA,FUR-CH-6016,"Situations Contoured Folding Chairs, 4/Set",Chairs,Furniture,141.96,2,0.0,35.49,8.26,Medium,No,,Flannery Newton,Southern US
36068,US-2014-AC10450140-41942,2014-10-30,2014-11-02,Second Class,AC-104501404,Amy Cox,Consumer,85323,Avondale,Arizona,United States,Western US,USCA,TEC-PH-5607,Plantronics HL10 Handset Lifter,Phones,Technology,742.336,8,0.2,83.5128,241.86,Critical,No,,Derrick Snyders,Western US
40450,US-2015-KM16720140-42271,2015-09-24,2015-09-29,Second Class,KM-167201404,Kunst Miller,Consumer,85323,Avondale,Arizona,United States,Western US,USCA,OFF-AR-5294,Newell 317,Art,Office Supplies,16.464,7,0.2,1.8522,2.05,Medium,No,,Derrick Snyders,Western US
40448,US-2015-KM16720140-42271,2015-09-24,2015-09-29,Second Class,KM-167201404,Kunst Miller,Consumer,85323,Avondale,Arizona,United States,Western US,USCA,OFF-AR-3971,Dixon Ticonderoga Core-Lock Colored Pencils,Art,Office Supplies,14.576,2,0.2,2.3686,1.8,Medium,No,,Derrick Snyders,Western US
40449,US-2015-KM16720140-42271,2015-09-24,2015-09-29,Second Class,KM-167201404,Kunst Miller,Consumer,85323,Avondale,Arizona,United States,Western US,USCA,TEC-AC-4788,HP Standard 104 key PS/2 Keyboard,Accessories,Technology,23.2,2,0.2,1.45,1.72,Medium,No,,Derrick Snyders,Western US
40492,CA-2014-PB19150140-41972,2014-11-29,2014-12-05,Standard Class,PB-191501404,Philip Brown,Consumer,85323,Avondale,Arizona,United States,Western US,USCA,TEC-AC-5192,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Accessories,Technology,102.24,4,0.2,-16.614,9.83,Medium,No,,Derrick Snyders,Western US
40491,CA-2014-PB19150140-41972,2014-11-29,2014-12-05,Standard Class,PB-191501404,Philip Brown,Consumer,85323,Avondale,Arizona,United States,Western US,USCA,OFF-SU-2981,Acme Office Executive Series Stainless Steel Trimmers,Supplies,Office Supplies,47.992,7,0.2,3.5994,2.15,Medium,No,,Derrick Snyders,Western US
35633,CA-2015-GZ14470140-42358,2015-12-20,2015-12-24,Standard Class,GZ-144701404,Gary Zandusky,Consumer,86442,Bullhead City,Arizona,United States,Western US,USCA,FUR-FU-5418,Nu-Dell Float Frame 11 x 14 1/2,Furnishings,Furniture,14.368,2,0.2,3.9512,1.83,Medium,No,,Derrick Snyders,Western US
35632,CA-2015-GZ14470140-42358,2015-12-20,2015-12-24,Standard Class,GZ-144701404,Gary Zandusky,Consumer,86442,Bullhead City,Arizona,United States,Western US,USCA,OFF-EN-2854,#6 3/4 Gummed Flap White Envelopes,Envelopes,Office Supplies,7.92,1,0.2,2.772,1.49,Medium,No,,Derrick Snyders,Western US
41256,CA-2017-AJ10945140-43015,2017-10-07,2017-10-12,Standard Class,AJ-109451404,Ashley Jarboe,Consumer,85224,Chandler,Arizona,United States,Western US,USCA,OFF-AR-3287,Avery Hi-Liter Smear-Safe Highlighters,Art,Office Supplies,9.344,2,0.2,1.8688,1.64,Medium,No,,Derrick Snyders,Western US
37712,CA-2017-DL13495140-42969,2017-08-22,2017-08-22,Same Day,DL-134951404,Dionis Lloyd,Corporate,85224,Chandler,Arizona,United States,Western US,USCA,OFF-PA-6496,Xerox 1941,Paper,Office Supplies,83.88,1,0.2,29.358,9.42,High,No,,Derrick Snyders,Western US
36445,CA-2017-JL15175140-43094,2017-12-25,2018-01-01,Standard Class,JL-151751404,James Lanier,Home Office,85224,Chandler,Arizona,United States,Western US,USCA,FUR-CH-4416,Global Leather Executive Chair,Chairs,Furniture,842.376,3,0.2,105.297,70.22,Medium,No,,Derrick Snyders,Western US
36444,CA-2017-JL15175140-43094,2017-12-25,2018-01-01,Standard Class,JL-151751404,James Lanier,Home Office,85224,Chandler,Arizona,United States,Western US,USCA,FUR-FU-3006,Acrylic Self-Standing Desk Frames,Furnishings,Furniture,8.544,4,0.2,1.9224,1.86,Medium,No,,Derrick Snyders,Western US
36730,CA-2017-LH16750140-42851,2017-04-26,2017-04-30,Standard Class,LH-167501404,Larry Hughes,Consumer,85224,Chandler,Arizona,United States,Western US,USCA,OFF-AR-5295,Newell 318,Art,Office Supplies,8.896,4,0.2,0.6672,1.92,High,No,,Derrick Snyders,Western US
40337,CA-2014-ND18460140-41900,2014-09-18,2014-09-23,Standard Class,ND-184601404,Neil Ducich,Corporate,85224,Chandler,Arizona,United States,Western US,USCA,FUR-TA-4615,Hon 2111 Invitation Series Straight Table,Tables,Furniture,73.915,1,0.5,-45.8273,5.68,Medium,No,,Derrick Snyders,Western US
37677,US-2014-PC19000140-41736,2014-04-07,2014-04-12,Standard Class,PC-190001404,Pauline Chand,Home Office,85224,Chandler,Arizona,United States,Western US,USCA,OFF-FA-3082,"Alliance Super-Size Bands, Assorted Sizes",Fasteners,Office Supplies,49.792,8,0.2,-11.8256,8.46,High,No,,Derrick Snyders,Western US
31364,CA-2014-BS11590140-41977,2014-12-04,2014-12-09,Standard Class,BS-115901404,Brendan Sweed,Corporate,85234,Gilbert,Arizona,United States,Western US,USCA,OFF-AR-4795,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Art,Office Supplies,1113.024,8,0.2,111.3024,104.67,Medium,No,,Derrick Snyders,Western US
31365,CA-2014-BS11590140-41977,2014-12-04,2014-12-09,Standard Class,BS-115901404,Brendan Sweed,Corporate,85234,Gilbert,Arizona,United States,Western US,USCA,TEC-PH-5282,netTALK DUO VoIP Telephone Service,Phones,Technology,167.968,4,0.2,62.988,12.88,Medium,No,,Derrick Snyders,Western US
38273,CA-2015-CY12745140-42183,2015-06-28,2015-07-02,Standard Class,CY-127451404,Craig Yedwab,Corporate,85234,Gilbert,Arizona,United States,Western US,USCA,FUR-FU-4113,Electrix Halogen Magnifier Lamp,Furnishings,Furniture,621.76,4,0.2,46.632,52.96,Medium,No,,Derrick Snyders,Western US
38272,CA-2015-CY12745140-42183,2015-06-28,2015-07-02,Standard Class,CY-127451404,Craig Yedwab,Corporate,85234,Gilbert,Arizona,United States,Western US,USCA,OFF-LA-3223,Avery 501,Labels,Office Supplies,5.904,2,0.2,1.9926,1.59,Medium,No,,Derrick Snyders,Western US
33956,CA-2015-HR14830140-42362,2015-12-24,2015-12-28,Standard Class,HR-148301404,Harold Ryan,Corporate,85234,Gilbert,Arizona,United States,Western US,USCA,FUR-CH-5749,SAFCO Arco Folding Chair,Chairs,Furniture,883.84,4,0.2,99.432,72.45,High,No,,Derrick Snyders,Western US
37956,CA-2017-KM16375140-42787,2017-02-21,2017-02-28,Standard Class,KM-163751404,Katherine Murray,Home Office,85234,Gilbert,Arizona,United States,Western US,USCA,FUR-TA-4943,KI Adjustable-Height Table,Tables,Furniture,386.91,9,0.5,-185.7168,44.06,Low,Yes,Western US,Derrick Snyders,Western US
37951,CA-2017-KM16375140-42787,2017-02-21,2017-02-28,Standard Class,KM-163751404,Katherine Murray,Home Office,85234,Gilbert,Arizona,United States,Western US,USCA,TEC-PH-6313,Toshiba IPT2010-SD IP Telephone,Phones,Technology,333.576,3,0.2,25.0182,42.91,Low,Yes,Western US,Derrick Snyders,Western US
37955,CA-2017-KM16375140-42787,2017-02-21,2017-02-28,Standard Class,KM-163751404,Katherine Murray,Home Office,85234,Gilbert,Arizona,United States,Western US,USCA,FUR-FU-4759,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furnishings,Furniture,68.704,2,0.2,16.3172,7.59,Low,Yes,Western US,Derrick Snyders,Western US
37953,CA-2017-KM16375140-42787,2017-02-21,2017-02-28,Standard Class,KM-163751404,Katherine Murray,Home Office,85234,Gilbert,Arizona,United States,Western US,USCA,OFF-ST-4245,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,Office Supplies,51.168,2,0.2,-6.396,4.93,Low,Yes,Western US,Derrick Snyders,Western US
